full_name,position,latest_team,proj_pts,rep_dyn,vorp_dyn,rec_bid_dyn,tier_dyn
Marcus Rashford,MID,Man Utd,93.0769231069141,89.77876687499393,3.29815623192016,0.73,1
Idrissa Gana Gueye,MID,Everton,92.98796205124326,89.77876687499393,3.209195176249324,0.71,1
Pervis Estupiñán Tenorio,DEF,Brighton,65.39846457313853,62.18306531579047,3.2153992573480537,0.71,2
Chris Richards,DEF,Crystal Palace,65.07526450971157,62.18306531579047,2.892199193921101,0.64,2
John McGinn,MID,Aston Villa,92.61593251733564,89.77876687499393,2.8371656423417164,0.63,1
Pau Torres,DEF,Aston Villa,64.27740983221808,62.18306531579047,2.0943445164276113,0.46,2
Norberto Murara Neto,GK,Bournemouth,31.240815851539224,29.70943396226415,1.5313818892750746,0.34,2
João Victor Gomes da Silva,MID,Wolves,91.2931277279955,89.77876687499393,1.5143608530015626,0.33,1
Cristian Romero,DEF,Spurs,63.14050109795197,62.18306531579047,0.9574357821614968,0.21,2
Mateo Kovačić,MID,Man City,90.04995591844116,89.77876687499393,0.2711890434472224,0.06,1
Enes Ünal,FWD,Bournemouth,23.043572583660897,22.751243465706096,0.2923291179548002,0.06,3
Mads Hermansen,GK,West Ham,29.924054054054057,29.70943396226415,0.2146200917899037,0.05,2
Matt Doherty,DEF,Wolves,62.269449001213864,62.18306531579047,0.0863836854233923,0.02,2
Lucas Tolentino Coelho de Lima,MID,West Ham,89.77876687499393,89.77876687499393,0.0,0.0,1
Elliot Anderson,MID,Nott'm Forest,89.6445423042953,89.77876687499393,0.0,0.0,2
Lewis Cook,MID,Bournemouth,89.26206283634187,89.77876687499393,0.0,0.0,2
Ryan Gravenberch,MID,Liverpool,89.14562732384653,89.77876687499393,0.0,0.0,2
Harvey Barnes,MID,Newcastle,88.85617611683976,89.77876687499393,0.0,0.0,2
Dango Ouattara,MID,Bournemouth,86.98651402262749,89.77876687499393,0.0,0.0,2
Marcus Tavernier,MID,Bournemouth,86.6302790117866,89.77876687499393,0.0,0.0,2
Jack Harrison,MID,Leeds,85.43697360769079,89.77876687499393,0.0,0.0,2
Ryan Christie,MID,Bournemouth,85.17458086044684,89.77876687499393,0.0,0.0,2
Vitaly Janelt,MID,Brentford,84.97332862158697,89.77876687499393,0.0,0.0,2
Joelinton Cássio Apolinário de Lira,MID,Newcastle,82.90997013907987,89.77876687499393,0.0,0.0,2
Jérémy Doku,MID,Man City,82.27332106247307,89.77876687499393,0.0,0.0,2
Emile Smith Rowe,MID,Fulham,82.10487909680518,89.77876687499393,0.0,0.0,2
Amad Diallo,MID,Man Utd,81.19071112135437,89.77876687499393,0.0,0.0,2
Sandro Tonali,MID,Newcastle,79.1158243786449,89.77876687499393,0.0,0.0,2
Pape Matar Sarr,MID,Spurs,77.20099954228941,89.77876687499393,0.0,0.0,2
James Ward-Prowse,MID,West Ham,76.44357370284388,89.77876687499393,0.0,0.0,2
Adama Traoré Diarra,MID,Fulham,76.33258564405422,89.77876687499393,0.0,0.0,2
Carlos Baleba,MID,Brighton,76.24598332261131,89.77876687499393,0.0,0.0,2
Ismaïla Sarr,MID,Crystal Palace,75.43486781866629,89.77876687499393,0.0,0.0,2
Harry Wilson,MID,Fulham,73.24219944958965,89.77876687499393,0.0,0.0,2
Jack Hinshelwood,MID,Brighton,71.4317085117429,89.77876687499393,0.0,0.0,2
Will Hughes,MID,Crystal Palace,70.82375975694812,89.77876687499393,0.0,0.0,2
Jean-Ricner Bellegarde,MID,Wolves,70.24853031880563,89.77876687499393,0.0,0.0,2
Simon Adingra,MID,Sunderland,69.5435401195405,89.77876687499393,0.0,0.0,2
Ryan Yates,MID,Nott'm Forest,69.24366948828174,89.77876687499393,0.0,0.0,2
Sander Berge,MID,Fulham,69.03421066387148,89.77876687499393,0.0,0.0,2
Jefferson Lerma Solís,MID,Crystal Palace,68.87215065258042,89.77876687499393,0.0,0.0,2
Ross Barkley,MID,Aston Villa,68.86996916993664,89.77876687499393,0.0,0.0,2
Curtis Jones,MID,Liverpool,68.85803885196437,89.77876687499393,0.0,0.0,2
Amadou Onana,MID,Aston Villa,68.38423311423465,89.77876687499393,0.0,0.0,2
Leon Bailey,MID,Aston Villa,67.56725940867439,89.77876687499393,0.0,0.0,2
Facundo Buonanotte,MID,Brighton,66.67967992467645,89.77876687499393,0.0,0.0,2
Nicolás Domínguez,MID,Nott'm Forest,64.69421592169111,89.77876687499393,0.0,0.0,2
Saša Lukić,MID,Fulham,64.19671802513852,89.77876687499393,0.0,0.0,2
Malo Gusto,DEF,Chelsea,62.18306531579047,62.18306531579047,0.0,0.0,2
James Garner,MID,Everton,62.13258430755227,89.77876687499393,0.0,0.0,2
Iliman Ndiaye,MID,Everton,61.83600993307685,89.77876687499393,0.0,0.0,2
Tosin Adarabioyo,DEF,Chelsea,61.51315732173537,62.18306531579047,0.0,0.0,2
Rico Lewis,DEF,Man City,61.4758763918316,62.18306531579047,0.0,0.0,2
Adam Smith,DEF,Bournemouth,61.16393729561584,62.18306531579047,0.0,0.0,2
Timothy Castagne,DEF,Fulham,61.03179293367618,62.18306531579047,0.0,0.0,2
Maxence Lacroix,DEF,Crystal Palace,59.819386349428335,62.18306531579047,0.0,0.0,2
Lewis Dunk,DEF,Brighton,59.68586865860835,62.18306531579047,0.0,0.0,2
Sean Longstaff,MID,Leeds,58.02634954140469,89.77876687499393,0.0,0.0,2
Kobbie Mainoo,MID,Man Utd,57.917725279452874,89.77876687499393,0.0,0.0,2
Boubacar Kamara,MID,Aston Villa,57.86857221768009,89.77876687499393,0.0,0.0,2
Ethan Pinnock,DEF,Brentford,57.79317059662189,62.18306531579047,0.0,0.0,2
Matheus Nunes,DEF,Man City,56.93064010696939,62.18306531579047,0.0,0.0,2
Hwang Hee-chan,MID,Wolves,56.83443883535961,89.77876687499393,0.0,0.0,2
